Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,получение средств,4532.36,безналичный,Минск,МаксБанк-QOFK-514,28-12-2022,17:56:21,успешно,нет,0.0
физ. лицо,получение средств,3645.36,наличный,Могилев,Беларусбанк-FACW-575,05-06-2006,03:08:21,успешно,нет,0.0
физ. лицо,списание средств,3746.11,безналичный,Гродно,МаксБанк-ILLE-711,02-04-2014,23:07:18,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,191.03,наличный,Витебск,Беларусбанк-SCFU-409,06-10-2015,17:23:40,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,49.86,наличный,Минск,МаксБанк-COIN-120,09-02-2003,23:14:00,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3058.56,наличный,Гомель,Белинвестбанк-VPXR-006,17-12-2008,06:28:55,недостаточно средств,нет,0.0
физ. лицо,получение средств,1248.52,безналичный,Гомель,Приорбанк-FBHM-088,13-07-2023,14:00:38,успешно,нет,0.0
физ. лицо,получение средств,2438.53,наличный,Брест,МаксБанк-SNFN-665,25-01-2002,07:25:20,успешно,нет,0.0
физ. лицо,получение средств,3517.55,наличный,Брест,Беларусбанк-CHRX-682,19-01-2000,18:59:35,успешно,нет,0.0
физ. лицо,получение средств,3492.0,наличный,Могилев,БелАгропромбанк-ENCN-703,16-11-2000,01:36:51,успешно,нет,0.0
физ. лицо,списание средств,878.31,наличный,Брест,Беларусбанк-XMQV-507,05-01-2011,21:48:38,неправильный ввод пин-кода,да,77.75
физ. лицо,списание средств,1922.84,безналичный,Брест,БелАгропромбанк-FSFG-587,14-03-2012,09:54:06,неправильный ввод пин-кода,да,148.12
юр. лицо,получение средств,1755.98,наличный,Могилев,МаксБанк-SYJT-529,06-04-2001,01:05:49,успешно,нет,0.0
юр. лицо,получение средств,758.14,наличный,Витебск,МаксБанк-MRSN-534,24-01-2024,13:44:46,успешно,нет,0.0
юр. лицо,списание средств,2764.04,безналичный,Минск,БелАгропромбанк-HFMM-348,08-08-2003,02:24:11,успешно,нет,0.0
юр. лицо,получение средств,2404.82,наличный,Гродно,БелАгропромбанк-COXB-021,29-06-2001,18:58:45,успешно,нет,0.0
юр. лицо,получение средств,2731.33,наличный,Минск,Приорбанк-KTSK-710,24-11-2017,21:19:01,успешно,нет,0.0
юр. лицо,получение средств,4771.28,безналичный,Минск,МаксБанк-OUBY-356,19-05-2007,11:50:04,успешно,нет,0.0
юр. лицо,получение средств,4574.09,наличный,Витебск,БелАгропромбанк-NSRD-052,30-07-2020,11:24:27,успешно,нет,0.0
физ. лицо,списание средств,2613.31,безналичный,Брест,Белинвестбанк-RYFR-804,30-07-2013,17:52:31,успешно,нет,0.0
юр. лицо,списание средств,3346.11,безналичный,Могилев,Белинвестбанк-ZODQ-366,20-05-2005,10:45:23,успешно,нет,0.0
физ. лицо,списание средств,718.88,наличный,Гомель,Белинвестбанк-LBYI-438,11-08-2008,20:10:25,недостаточно средств,да,31.76
юр. лицо,списание средств,3732.43,наличный,Могилев,Белинвестбанк-NJLN-461,02-12-2022,22:42:59,успешно,нет,0.0
физ. лицо,списание средств,1495.16,наличный,Гомель,БелАгропромбанк-DFVF-018,05-01-2012,18:24:43,недостаточно средств,да,121.48
юр. лицо,получение средств,3517.53,наличный,Гродно,Белинвестбанк-NIKL-636,19-09-2011,07:44:17,успешно,нет,0.0
физ. лицо,списание средств,3017.34,наличный,Витебск,Белинвестбанк-OEQS-735,16-09-2012,04:44:44,недостаточно средств,нет,0.0
юр. лицо,получение средств,1216.13,безналичный,Минск,Беларусбанк-WFQI-912,25-03-2010,06:21:01,успешно,нет,0.0
юр. лицо,получение средств,1241.36,наличный,Могилев,БелАгропромбанк-RNOY-382,19-11-2021,00:20:49,успешно,нет,0.0
юр. лицо,получение средств,3125.23,наличный,Могилев,Беларусбанк-OEXX-004,26-07-2009,14:13:43,успешно,нет,0.0
юр. лицо,получение средств,4370.11,наличный,Гомель,БелАгропромбанк-MCMD-879,17-10-2006,03:00:54,успешно,нет,0.0
юр. лицо,получение средств,904.96,безналичный,Витебск,Белинвестбанк-JOKE-703,05-12-2002,09:03:27,успешно,нет,0.0
юр. лицо,получение средств,1325.78,наличный,Минск,БелАгропромбанк-KEQY-076,05-05-2013,10:53:05,успешно,нет,0.0
физ. лицо,получение средств,3464.63,наличный,Могилев,БелАгропромбанк-GJLN-757,22-11-2011,10:54:02,успешно,нет,0.0
физ. лицо,получение средств,3907.81,наличный,Гомель,Белинвестбанк-GGAP-111,09-09-2009,16:12:38,успешно,нет,0.0
юр. лицо,получение средств,2248.88,безналичный,Гомель,МаксБанк-FQTH-391,29-01-2013,18:25:44,успешно,нет,0.0
физ. лицо,получение средств,1131.99,безналичный,Брест,Беларусбанк-ESLS-013,10-10-2022,05:21:25,успешно,нет,0.0
физ. лицо,списание средств,2715.25,безналичный,Брест,БелАгропромбанк-KTPQ-032,04-05-2004,08:40:14,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3157.98,наличный,Гродно,Белинвестбанк-CXXJ-339,01-11-2008,08:20:06,успешно,нет,0.0
юр. лицо,получение средств,3877.38,безналичный,Витебск,МаксБанк-RHAI-205,23-05-2006,17:59:51,успешно,нет,0.0
физ. лицо,получение средств,1962.21,наличный,Гродно,Белинвестбанк-RYYN-637,26-10-2013,21:25:17,успешно,нет,0.0
физ. лицо,получение средств,4374.34,безналичный,Брест,БелАгропромбанк-QIQX-755,03-09-2016,04:02:18,успешно,нет,0.0
физ. лицо,списание средств,3891.74,наличный,Гродно,МаксБанк-ZIAF-624,21-07-2017,04:03:01,недостаточно средств,да,367.45
юр. лицо,получение средств,1415.31,безналичный,Витебск,БелАгропромбанк-XTWK-887,18-07-2016,03:07:18,успешно,нет,0.0
юр. лицо,списание средств,4729.21,наличный,Витебск,МаксБанк-UDWI-156,25-08-2009,04:07:44,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3204.02,безналичный,Витебск,Приорбанк-YRPN-654,05-08-2015,19:32:14,недостаточно средств,нет,0.0
